x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.38299570844235303,-0.10727040216130966,-0.13789625643260653,0.712016239417292,-0.7004863286228917,-0.1396874990620955,0.8437857389820098,-1.1993240036842359,-0.12705871327978047,0.9063783204199267,-1.533702027720184,-0.06734937883784316,0.5821766682303449,-1.1651364281380565,-0.021488473248941865,0.7156846737628102,-1.4473584242617095,-0.16513731538911977,0.6136357316638129,-1.0127550643011844,-0.19826631121357413,0.5290552516892306,-0.9444389103595868,-0.20063430139399366,0.33512885827836664,-1.199787492091653,-0.007844905469527442,0.44683380886522,-1.43653520595664,-0.16270071184069518,0.38587171343196675,-0.9218285706603966,-0.1584334723314507,0.3318939893249515,-0.9433166911753278,-0.1180295229912639,0.08892080273488179,-1.1719404124925432,-0.029085860186837023,0.19904980784853035,-1.4087836253425752,-0.21165331914590055,0.18757167872602093,-0.9041016246164604,-0.1258614743372697,0.13636384962523634,-0.8943023676510373,-0.0279546747089822,-0.16504389259390276,-1.1310430782571212,-0.060379325727487915,-0.04158917132707941,-1.2499806975313288,-0.1653946851538153,-0.023449033007849653,-0.8903209088545392,-0.09014381935820287,-0.07451637249063509,-0.8504447770991954,-0.009136321167211869,closedOff
0.0,0.0,0.0,0.37494544869312263,-0.1523778744116607,-0.11314829385831905,0.6885225898693741,-0.7248195068515987,-0.11316307821431441,0.8074834525021186,-1.2088577293854827,-0.10495369526010986,0.8664482424743747,-1.5389049771051682,-0.0508957155128643,0.5712029834239999,-1.1686196190767866,-0.009124547125161739,0.6952705244619259,-1.4614040214294939,-0.14561245325109454,0.6008845240707292,-1.0272923764200603,-0.17226898107533245,0.5150726794693011,-0.9477841393541975,-0.1686716428400823,0.33085266757922754,-1.2010092529843448,-0.006069099369995475,0.429492041130181,-1.4441217129761568,-0.1485931515399769,0.37558213936034945,-0.9334302380400841,-0.13863238757118546,0.3230831095822907,-0.9463705956456158,-0.0964318755767731,0.09078843094968427,-1.1732986172758677,-0.03445858476259215,0.18747477951333738,-1.423850780997057,-0.20115825492988634,0.1773413686905636,-0.9239522199021993,-0.11017392805206545,0.12785398030615944,-0.9044885574327404,-0.011695437130900318,-0.16031554505088014,-1.132109786816561,-0.07112790438703699,-0.050286026193585374,-1.2740809132242306,-0.15979032953083747,-0.03308839061142238,-0.9251436000822878,-0.07584582230693993,-0.07956434311884954,-0.8778757918160405,0.009567013270513,closedOff
0.0,0.0,0.0,0.37422446233776496,-0.16225408454744672,-0.1142997184404456,0.6753937992550645,-0.7187450672998182,-0.11463164932227514,0.7987179914988255,-1.1928756317271454,-0.10738421865128933,0.8629494686417725,-1.521800908825905,-0.05473427523493905,0.5668945066968814,-1.1562052014334427,0.002194500229779116,0.686476096640242,-1.4503894719048769,-0.1330065061590277,0.594786811243218,-1.0261280263573622,-0.161233688358119,0.5111324556437031,-0.9443783009033376,-0.15812455289541374,0.32962681180450365,-1.1895179386772317,0.007119657103092335,0.42090883313712696,-1.4351506017107243,-0.13301096442021174,0.36738368605443666,-0.9341633702980313,-0.12502484686694834,0.3188641882582994,-0.9478004164624405,-0.08421255221569823,0.09112025377011686,-1.161572795479825,-0.02065696842588771,0.18451114695717402,-1.4048045514989318,-0.18488182987005308,0.1724230861714383,-0.9190118871037252,-0.09769789048386238,0.1272208395345882,-0.9083315699178414,-0.0015268521965726087,-0.15661051016201472,-1.118247743535025,-0.05710570183847549,-0.04934906461793543,-1.2624486900421015,-0.1430793058735953,-0.033331840448406334,-0.9235588562538748,-0.060608275675271384,-0.07791872002587262,-0.8789823411810415,0.02368187274222155,closedOff
0.0,0.0,0.0,0.38369848914828675,-0.17191763256740333,-0.11562583772367332,0.6811201733669637,-0.7378378416288538,-0.12617613091657387,0.812494671987202,-1.2158394201731377,-0.1362082019880961,0.8736614616520703,-1.5637918014602277,-0.1054366486191102,0.5873758653349275,-1.177231205295712,0.009669996413605957,0.7111763764969713,-1.4922156953121704,-0.14894619691896538,0.6175011054735862,-1.0786827582737857,-0.19662714302667492,0.5264839684863246,-0.9537090363707862,-0.2001204156644202,0.34087525108812694,-1.2217443856464278,0.0068500908022331095,0.4323451034896945,-1.461414729300957,-0.14866111852888586,0.37488371836188134,-0.9575265737461351,-0.14773801004199816,0.32068569171269967,-0.9471856666624275,-0.1077043574510062,0.09279389854627289,-1.19483627011091,-0.03215722099127281,0.19020344412851262,-1.4356848453797513,-0.21069583937448502,0.17439124950767765,-0.9453940516864033,-0.12126626593199587,0.1208664382943724,-0.9147489419522964,-0.018633425057743732,-0.16639383506308986,-1.141167945600833,-0.08066582996013127,-0.05448714527329018,-1.2983836241683449,-0.17729287112225026,-0.03708396140763229,-0.9535326781941411,-0.09129478350228276,-0.07990155098526609,-0.8938480921847063,-0.0005963537856863684,closedOff
0.0,0.0,0.0,0.3745060883756892,-0.1631965453005562,-0.11677445253620716,0.6721051507849374,-0.7143464938180532,-0.12513669080617232,0.792848056683337,-1.1772861942407766,-0.13148152246069159,0.8502525924143971,-1.5104399683591059,-0.09246680754741546,0.5992245115939819,-1.1477776026304631,0.006423676826963209,0.718091965208533,-1.4491776755750778,-0.14616243264301929,0.6159687588621192,-1.0287704962385527,-0.18471736493429342,0.5303487276984293,-0.9377559237845825,-0.18490180369329717,0.3595193733229096,-1.1922378954848234,0.005259920451365871,0.446161043032211,-1.4159618460435905,-0.1501151193756981,0.38099893637897864,-0.9165164266699976,-0.1454279475747739,0.33649537933566703,-0.9416851170565167,-0.10328749562414899,0.11846439235655233,-1.1722999461569266,-0.03146985378269077,0.20789710532518624,-1.4009399159532923,-0.2095007525031625,0.18793541100056246,-0.9168587168346785,-0.119912464529491,0.1460103996187568,-0.9117990202440037,-0.017770303374712738,-0.13114180586325397,-1.133227151585343,-0.07802627772654963,-0.02667649767867341,-1.2671090898251167,-0.17414171063469389,-0.01678771268587448,-0.9288738864072443,-0.090186734482478,-0.06185511278705557,-0.8865407830477944,-0.0009055103365008833,closedOff
0.0,0.0,0.0,0.4029822076195969,-0.14138046816054212,-0.11372156982928922,0.760676083817379,-0.6896984786440256,-0.117196084362322,0.9092314466497019,-1.1270615718228687,-0.11207397283476742,0.982453252045039,-1.422354898980086,-0.06222198880062791,0.6424354255878936,-1.1389173204724805,-0.01648477812637288,0.8059349580656432,-1.3965796539220368,-0.15498425118348796,0.6676005798515173,-0.9544944667223917,-0.19826372610737586,0.5926471290539769,-0.9190066460415,-0.215770997153632,0.39210967396271795,-1.1808865921396436,-0.015798183915593032,0.5310201035707219,-1.414292143277362,-0.17524702261411595,0.4304934621055607,-0.9142035993437554,-0.1836056592600592,0.37987949190708536,-0.9250359839640913,-0.15597653516715196,0.14393953283758867,-1.1622532933592555,-0.04433652037617507,0.2744507403605353,-1.3668761311200526,-0.2091174671785359,0.22596466909884008,-0.8900356249551404,-0.1232326092897564,0.17886330319530802,-0.8797452523281353,-0.0333568089753452,-0.10198509885784365,-1.141408088147147,-0.08188898889619528,0.020410111848702325,-1.2397047124738858,-0.15920536869022464,0.010174507744372775,-0.9051949410681291,-0.07418552888530634,-0.032489080413441944,-0.8689530167443424,0.005803501287786319,closedOff
0.0,0.0,0.0,0.4149377907009723,-0.15146252393381132,-0.10581573097707629,0.7547536079415809,-0.6922648027428502,-0.10859848988614546,0.9094869333527485,-1.1375959717717763,-0.10776163239735993,0.9943641217102713,-1.4491214458508739,-0.06546609454077978,0.6439312872733591,-1.1534346134651186,0.003734902279524708,0.8109260489692446,-1.4040996443721747,-0.12817818638037803,0.6922062934494422,-0.9779962568592614,-0.16087604176300452,0.5971726836113913,-0.9154658792678461,-0.16639337464848428,0.3965210007819344,-1.2068487592321198,-0.0024645068868413876,0.5392027315095543,-1.4237963800744498,-0.14960348952279415,0.4490007575324052,-0.9243192591914233,-0.15168326394571102,0.37732335375162446,-0.9260815767056519,-0.11907002432927957,0.14449771842076412,-1.1955404085426533,-0.03905098729310511,0.28820138214527696,-1.3980060994275074,-0.20882505384261593,0.24625681756423862,-0.9086475669480685,-0.12656584017296046,0.17847512090958154,-0.8889171774040964,-0.034369965433907856,-0.1163092166233431,-1.1647884958227634,-0.08285103265296381,0.03851099288893794,-1.2775741772163975,-0.17224719096099736,0.0362869798601854,-0.9309101331300585,-0.0889622293675409,-0.026961346354100815,-0.8819871255314945,-0.005235528021926086,closedOff
0.0,0.0,0.0,0.3897392128643528,-0.12470904687312809,-0.12557059481612848,0.7355745132573134,-0.6606986834218112,-0.1357482270886787,0.8843771519748165,-1.1245852399774883,-0.1380514252091186,0.9770944445955255,-1.4470156553488476,-0.0962334272433806,0.6660599305356841,-1.1331095988460993,-0.008061433507374153,0.8167536169937893,-1.3932860319229055,-0.14884774067754744,0.6923781044308969,-0.9690225208659629,-0.18541958108395598,0.5995371024919747,-0.910459928457104,-0.1918266609819595,0.41566571344112363,-1.1890012939606727,-0.00663277342019217,0.541957627597821,-1.4196715246697253,-0.15969458626612543,0.45567453093039956,-0.9091966071509691,-0.1609769093016812,0.39299106310530035,-0.9195422906638747,-0.1257434408854032,0.1604870493930518,-1.1816294425742848,-0.03812165120654187,0.28885710524157115,-1.413755771300893,-0.21796360127240907,0.25156617710208573,-0.9060457351874323,-0.13238276262516277,0.18963698640976717,-0.8875793873478587,-0.034803062684440327,-0.10507117616142933,-1.1555304920821956,-0.07826471024507585,0.03413481055114811,-1.2877165214054227,-0.17807964058177156,0.034747237246613556,-0.9326301245412735,-0.0949395815918892,-0.023776012976241025,-0.8847725409441587,-0.008363862048020147,closedOff
0.0,0.0,0.0,0.39784464096063443,-0.11743479019473636,-0.12888670616857378,0.7425023705501457,-0.6684381926214507,-0.13831222252275216,0.8923042858018305,-1.1388423556009295,-0.1381848402237429,0.9985131844610989,-1.4490802522106356,-0.09173245786964104,0.6620110170982098,-1.1569565910739712,-0.018301160219403055,0.8257850530525922,-1.4252825471327688,-0.16013979225818079,0.6975713907537304,-0.9819493680147664,-0.1884909689155688,0.5996750196011302,-0.9167440009828719,-0.18804835722404437,0.40573535191191107,-1.2073817978277195,-0.01400549823997694,0.5407714769462989,-1.4364021002179521,-0.1728677834907522,0.45094267903235125,-0.9078363318791838,-0.1703424525569819,0.38910499102995344,-0.9211934139775316,-0.13052076171289906,0.14995423789668735,-1.1932454162756214,-0.04214005832025727,0.284488516190646,-1.4169720093268336,-0.22515266956152583,0.24617638642141523,-0.8992001463866176,-0.1344610600325077,0.18660120923027385,-0.8872172842611807,-0.03275068474171981,-0.11208713785806625,-1.1642570241411307,-0.07897149149263037,0.027853157327396582,-1.2947630427622434,-0.17875197797438283,0.02832051592178745,-0.9300015980445708,-0.09220649025190711,-0.028848670927463786,-0.8816863583792173,-0.0029774612413824347,closedOff
0.0,0.0,0.0,0.3935502689040808,-0.1381878379072286,-0.12549112168573998,0.7299283639321075,-0.6789047740708767,-0.13873114292602268,0.8925421848482733,-1.128679524033954,-0.14393998684782414,0.9788102900422451,-1.4501827352703531,-0.10565725904543352,0.6266370247160563,-1.1703932337125589,-0.01571391119355019,0.8000189155429992,-1.4108788233241747,-0.15301271272138467,0.6841946270226421,-0.9812607622196541,-0.18340232793231434,0.5813561444614255,-0.9315966123645308,-0.18572812586676332,0.3764870129682217,-1.2219908335219685,-0.014220265570739772,0.5292593582817733,-1.429511851823886,-0.16692605100229232,0.444913174990836,-0.9152346099614223,-0.1667930297976947,0.36802455330780287,-0.9298160722221315,-0.13058427726302171,0.12446728181358704,-1.2033158255148682,-0.044233181655277086,0.27982343318034675,-1.4089429807554776,-0.22068108210139448,0.24654325427883078,-0.906709507305522,-0.1339587200293819,0.1724698697156455,-0.8909534888795358,-0.03671119618548349,-0.1336990757622622,-1.166423886405126,-0.08293449802854827,0.02583414534486359,-1.2814331634530216,-0.18156281528245008,0.03390856644993908,-0.9311289650024299,-0.09843798008179988,-0.02877553849727822,-0.885018500078472,-0.011962724269347446,closedOff
